run_id,year,adoption_share
17,15,0.9122305552629838
18,1,0.05062256550276005
18,2,0.11009152838285458
18,3,0.17839860236374805
18,4,0.25478532361637374
18,5,0.33758356765987896
18,6,0.42420260326784087
18,7,0.5113350727843865
18,8,0.5953900474732688
18,9,0.6730603528159005
18,10,0.741849016285644
18,11,0.800380001195634
18,12,0.8484138400383199
18,13,0.8866179840485594
18,14,0.916221869021007
18,15,0.9386849909826919
19,1,0.1350145346385818
19,2,0.3152795083302265
19,3,0.5250684064690215
19,4,0.724738158435782
19,5,0.8703377290660659
19,6,0.9491841463749082
19,7,0.9822626251202373
19,8,0.9941276513025094
19,9,0.9980937020813884
19,10,0.9993852818794171
19,11,0.9998022052673516
19,12,0.9999364014161924
19,13,0.9999795552579941
19,14,0.9999934282030946
19,15,0.9999978875986112
20,1,0.03828124321623757
20,2,0.07974214165898708
20,3,0.12422965246994852
20,4,0.1714822821338579
20,5,0.22112494705893745
20,6,0.272671631723286
20,7,0.3255372556394861
20,8,0.3790591218586703
20,9,0.4325269480302747
20,10,0.48521902301995007
20,11,0.5364408248802982
20,12,0.5855618105398177
20,13,0.6320462510367486
20,14,0.6754749340737161
20,15,0.7155560604982305
21,1,0.02629475890161132
21,2,0.05736536132366906
21,3,0.09369862731786402
21,4,0.13566298177692754
21,5,0.18342953540643459
21,6,0.23688528087327465
21,7,0.29555239470360845
21,8,0.3585343006839073
21,9,0.4245122863434187
21,10,0.4918119952803865
21,11,0.5585445757259397
21,12,0.6228048646760218
21,13,0.6828869785928207
21,14,0.737467299076343
21,15,0.7857132517534205
22,1,0.16730156153639572
22,2,0.323030526132001
22,3,0.46205916886678844
22,4,0.5813491613853521
22,5,0.6800715284937748
22,6,0.7592361333322887
22,7,0.8210580022211047
22,8,0.86830929630198
22,9,0.9038167460926372
22,10,0.9301528744286331
22,11,0.9494946315188467
22,12,0.9635954733083363
22,13,0.9738199258321701
22,14,0.9812043175518488
22,15,0.9865222127423249
23,1,0.07983639959838837
23,2,0.1760343642385669
23,3,0.2867061790907387
23,4,0.4069440573148556
23,5,0.5289823376266045
23,6,0.6436975030856791
23,7,0.7431236735487762
23,8,0.822709251480635
23,9,0.8820043180104498
23,10,0.9236334082653036
23,11,0.951559549009379
23,12,0.969692165063871
23,13,0.9812073152454196
23,14,0.9884143748634268
23,15,0.9928833434927138
24,1,0.04313816701319895
24,2,0.09922083535535262
24,3,0.17013636146296596
24,4,0.2565774300003332
24,5,0.35706423398816767
24,6,0.46714165187489803
24,7,0.5794113691363546
24,8,0.6849633282695587
24,9,0.775952858634596
24,10,0.8479746749231699
24,11,0.9007717365430759
24,12,0.9371119615974888
24,13,0.9609630769251414
24,14,0.9761023025320095
24,15,0.9855000307468967
25,1,0.19886007589474528
25,2,0.3813572056875709
25,3,0.5387105765598652
25,4,0.6666028503798456
25,5,0.7652415736124037
25,6,0.8380666317763473
25,7,0.8900164360081166
25,8,0.9261316435272534
25,9,0.9507759273261903
25,10,0.967374798287691
25,11,0.9784551581389699
25,12,0.9858070795990247
25,13,0.9906654287575796
25,14,0.9938673255953336
25,15,0.9959737814955498
26,1,0.1308626567066738
26,2,0.2787147337498175
26,3,0.433401814835891
26,4,0.5812030141102169
26,5,0.7090151020629823
26,6,0.8089755735031079
26,7,0.8803244843577472
26,8,0.9275851985554662
26,9,0.9572088268494735
26,10,0.9750941599127609
26,11,0.9856376074474603
26,12,0.9917630923225544
26,13,0.9952912236050867
26,14,0.9973131262543304
26,15,0.9984684730827669
27,1,0.06885689404707979
27,2,0.14568527423246688
27,3,0.2291887047654792
27,4,0.3172925262988481
27,5,0.4072523595022892
27,6,0.4959311619613498
27,7,0.5802061524844224
27,8,0.6574059797183174
27,9,0.7256529195901356
27,10,0.7840170685950187
27,11,0.8324643570806504
27,12,0.8716537568422796
27,13,0.9026734023184058
27,14,0.9267946066560276
27,15,0.9452877870022794
28,1,0.1395477728427417
28,2,0.27755628232015145
28,3,0.40832124147549465
28,4,0.5269733973489676
28,5,0.6302146124783883
28,6,0.7166248850032275
28,7,0.7865003941950781
28,8,0.8413740007603782
28,9,0.8834440978558931
28,10,0.9150889378567437
28,11,0.9385435582139969
28,12,0.9557347024187407
28,13,0.9682306452640335
28,14,0.9772583202290371
28,15,0.9837513283865275
29,1,0.057150507043577714
29,2,0.1288141344995662
29,3,0.21563053340738864
29,4,0.3162639367257224
29,5,0.426689208285167
29,6,0.5401691631871133
29,7,0.6484046052277034
29,8,0.7437198735100542
29,9,0.8212556801393847
29,10,0.8799064047394123
29,11,0.9216363299527136
29,12,0.9499449922772082
29,13,0.9684947678090161
29,14,0.9803630522486605
29,15,0.9878373525289638
30,1,0.05490862228227074
30,2,0.12726053377792446
30,3,0.21896716635490265
30,4,0.32927471300799643
30,5,0.453171021768384
30,6,0.5808906046519552
30,7,0.6998822306641835
30,8,0.7991689846292269
30,9,0.873470071420201
30,10,0.9239884360724181
30,11,0.955850678866541
30,12,0.9749115935214433
30,13,0.9859317236087415
30,14,0.9921723604355365
30,15,0.9956639313183391
31,1,0.03627430257484642
31,2,0.08404730007106848
31,3,0.14549217197121597
31,4,0.22206162555769493
31,5,0.3136048267384306
31,6,0.41740874461315824
31,7,0.5276823914747697
31,8,0.6361754840704927
31,9,0.734216492775133
31,10,0.8153898720780375
31,11,0.8772650743843993
31,12,0.921185535789934
31,13,0.9506580291401511
31,14,0.9696424179681836
31,15,0.981533796204013
32,1,0.12378763363930884
32,2,0.264216106548693
32,3,0.41258813282358153
32,4,0.5567252602389394
32,5,0.6843234671266867
32,6,0.787062448758525
32,7,0.862811468397907
32,8,0.9146764973806761
32,9,0.9482377397210077
32,10,0.9691099166669754
32,11,0.9817557778145463
32,12,0.9892926350169295
32,13,0.9937397287934536
32,14,0.9963480139019825
32,15,0.997872387846729
33,1,0.05434610198815817
33,2,0.12266629802448903
33,3,0.20579338719954599
33,4,0.302789774318104
33,5,0.4102148049555017
33,6,0.5219565896692875
33,7,0.6301220951445781
33,8,0.7269910683431285
33,9,0.8072013562054143
33,10,0.8689394285839702
33,11,0.9135728444498729
33,12,0.9442766876589896
33,13,0.9646363181206045
33,14,0.9777942983590554
33,15,0.9861527472317673
34,1,0.0438586688387895
34,2,0.11396668439536853
34,3,0.2206663946891774
34,4,0.3703820637098233
34,5,0.5546647049765947
34,6,0.7401445549861144
34,7,0.8807534666460628
34,8,0.9565428146753743
34,9,0.9863755442350007
34,10,0.9960016015479537
34,11,0.9988524390186772
34,12,0.999672841952262
34,13,0.9999069108623062
34,14,0.9999735271728561
34,15,0.9999924728028985
35,1,0.043357916606642725
35,2,0.09192412090267961
35,3,0.14556132417162465
35,4,0.2038622050992091
35,5,0.2661170172836865
35,6,0.3313113515563014
35,7,0.3981640825160849
35,8,0.4652088249610777
35,9,0.5309120257599759
35,10,0.5938100279456948
35,11,0.6526403076313841
35,12,0.7064421319542291
35,13,0.7546097384755627
35,14,0.7968938023060035
35,15,0.8333593835519681
36,1,0.09259499284791002
36,2,0.18404695706403473
36,3,0.2728814341696033
36,4,0.3577569213908871
36,5,0.43754592512956525
36,6,0.5113913148713695
36,7,0.5787324751295604
36,8,0.6393014371603392
36,9,0.6930940744803828
36,10,0.7403244434138457
36,11,0.781371110853909
36,12,0.816723227257358
36,13,0.8469319549995725
36,14,0.8725704514092536
36,15,0.8942035082982982
37,1,0.041928729176715696
37,2,0.09303848147309021
37,3,0.15404470154920616
37,4,0.22500109454980644
37,5,0.30498070756261814
37,6,0.39184366535266213
37,7,0.48223588222991354
37,8,0.571937607032152
37,9,0.656554955429515
37,10,0.7323593713227552
37,11,0.796957204106442
37,12,0.8495353846422463
37,13,0.8906526983411135
37,14,0.9217582666472925
37,15,0.944678109231786
38,1,0.06241403714871744
38,2,0.12794257170992399
38,3,0.1957367020663282
38,4,0.26479202650507
38,5,0.3339999577441263
38,6,0.4022145605207168
38,7,0.4683271415845103
38,8,0.5313386418872851
38,9,0.5904198628121651
38,10,0.6449518506909134
38,11,0.6945427214504974
38,12,0.7390216398405471
38,13,0.7784143374222436
38,14,0.8129066480728186
38,15,0.8428028880229516
39,1,0.20076015348646
39,2,0.43604384239765126
39,3,0.6639433238168544
39,4,0.835462978169051
39,5,0.9326018496352431
39,6,0.9754453405523145
39,7,0.991544788194843
39,8,0.9971519929021061
39,9,0.9990481402191056
39,10,0.9996827115054074
39,11,0.9998943304304125
39,12,0.9999648182983735
39,13,0.9999882877357368
39,14,0.9999961010236035
39,15,0.9999987020570741
40,1,0.0901004667505071
40,2,0.17557543451802662
40,3,0.2560230252134057
40,4,0.3311702822678251
40,5,0.4008682986319877
40,6,0.4650821382233253
40,7,0.5238769900928335
40,8,0.5774020531601087
40,9,0.6258735402029882
40,10,0.6695579652916778
40,11,0.7087565951155707
40,12,0.7437916507091541
40,13,0.7749945779397163
40,14,0.8026964841797426
40,15,0.8272206733091532
41,1,0.25505777393984075
41,2,0.5497039560105879
41,3,0.8008804620601581
41,4,0.9394948601051328
41,5,0.9862337147960588
41,6,0.9972222182436921
41,7,0.9994563056908227
41,8,0.9998942518568665
41,9,0.9999794575699391
41,10,0.9999960104311908
41,11,0.9999992252176544
41,12,0.9999998495370706
41,13,0.9999999707801124
41,14,0.9999999943255024
41,15,0.9999999988980135
42,1,0.030849255541275322
42,2,0.06997365908676663
42,3,0.11874808802241768
42,4,0.17822962238990536
42,5,0.24878147771627815
42,6,0.32963273223241263
42,7,0.418509137279286
42,8,0.5115518726830615
42,9,0.6037325603190965
42,10,0.6897898972419693
42,11,0.7653969024012012
42,12,0.8280504259194934
42,13,0.8772963666927692
42,14,0.9143032403757758
42,15,0.9411277347723997
43,1,0.24132894364886592
43,2,0.4657262568466878
43,3,0.65080115892726
43,4,0.7863464095966516
43,5,0.8758121301507302
43,6,0.9303215296250921
43,7,0.9617622086644274
43,8,0.9792873038053238
43,9,0.9888622170818809
43,10,0.9940349702047714
43,11,0.9968122880026622
43,12,0.9982984841199479
43,13,0.999092346615551
43,14,0.9995159856791347
43,15,0.9997419412775576
44,1,0.10772714914825292
44,2,0.2206002532583133
44,3,0.33452585521727063
44,4,0.4450109736466283
44,5,0.547838673813689
44,6,0.6397171710745077
44,7,0.7186947942466088
44,8,0.7842314313430998
44,9,0.8369640684270342
44,10,0.8783073885931054
44,11,0.9100434785549834
44,12,0.9340006617622826
44,13,0.9518531249269038
44,14,0.9650263848895662
44,15,0.974675654341884
45,1,0.12897886772308573
45,2,0.2663190957254135
45,3,0.4044243272757147
45,4,0.5348346453384566
45,5,0.6501873045210539
45,6,0.7459130423409506
45,7,0.8208554753244173
45,8,0.8766810314501602
45,9,0.9166418594455764
45,10,0.9443947790385006
45,11,0.9632511254395065
45,12,0.975867260365956
45,13,0.984219935801152
45,14,0.989710961970935
45,15,0.9933038337371537
46,1,0.07511325136713876
46,2,0.16871484088400562
46,3,0.27987024927935683
46,4,0.4039660086814869
46,5,0.5323683808123945
46,6,0.6539654965517646
46,7,0.7585590818264926
46,8,0.8403093556073927
46,9,0.8989140103370525
46,10,0.9380691184572393
46,11,0.9628999836287077
46,12,0.9780950234716767
46,13,0.9871822485290687
46,14,0.9925401185844384
46,15,0.9956722610517832
47,1,0.1123896987556473
47,2,0.2531008754977583
47,3,0.4146499918589778
47,4,0.5800772176462654
47,5,0.727270210242805
47,6,0.8393484790361873
47,7,0.9127598646399304
47,8,0.9552543057440256
47,9,0.9778303996614953
47,10,0.9892213673296036
47,11,0.9948099426273852
47,12,0.9975128243895004
47,13,0.9988108572180047
47,14,0.9994320929618612
47,15,0.9997289255917352
48,1,0.09997818891295332
48,2,0.20033723656214159
48,3,0.2987600747117046
48,4,0.3930279229335472
48,5,0.48122151143212216
48,6,0.5618765730386229
48,7,0.6340670374999146
48,8,0.6974088443606357
48,9,0.7519966287729324
48,10,0.7982978687295648
48,11,0.8370318019955294
48,12,0.869055377494566
48,13,0.8952698161623872
48,14,0.9165528549055609
48,15,0.9337156046949945
49,1,0.13509191725889166
49,2,0.2914225594315627
49,3,0.4569339037870741
49,4,0.6141622031432828
49,5,0.746372347869452
49,6,0.8446124154943908
49,7,0.9099593357807414
49,8,0.9498137136081517
49,9,0.9727034690648236
49,10,0.9853644670264655
49,11,0.9922155171206488
49,12,0.995877541437011
49,13,0.9978219558554374
49,14,0.9988506916945461
49,15,0.9993939336517729
50,1,0.14665673846649702
50,2,0.31689437174134116
50,3,0.4950680655153865
50,4,0.6591821270965967
50,5,0.7901072854546937
50,6,0.8806382614484388
50,7,0.9360146072069615
50,8,0.9669763967780837
50,9,0.9833245155822397
50,10,0.9916778232859782
50,11,0.9958717260200393
50,12,0.997958378627707
50,13,0.9989918591906142
50,14,0.9995025612854296
50,15,0.9997546443913812
51,1,0.10270157028325076
51,2,0.21459498522914308
51,3,0.3313595788578873
51,4,0.4474884305568811
51,5,0.5571918005164728
51,6,0.6555184834418752
51,7,0.7392668298962047
51,8,0.8073320485519526
51,9,0.8604376537729352
51,10,0.9004931716727909
51,11,0.9299061944556385
51,12,0.9510666927710861
51,13,0.9660608796307075
51,14,0.9765695391924161
51,15,0.9838771158355829
52,1,0.028267813149666563
52,2,0.061615849641417655
52,3,0.10051732130668009
52,4,0.14529546805497462
52,5,0.1960360576971825
52,6,0.25249565844114785
52,7,0.3140234174977313
52,8,0.3795204917779072
52,9,0.44746222728729534
52,10,0.5159994086898556
52,11,0.5831351899341005
52,12,0.6469486792223322
52,13,0.7058157308733617
52,14,0.7585740308072898
52,15,0.8045970049525203
53,1,0.1380349552648597
53,2,0.291781321156217
53,3,0.449919698480927
53,4,0.5981645011727175
53,5,0.7238635461437803
53,6,0.8203843117503841
53,7,0.8882327796797271
53,8,0.9326677416403054
53,9,0.9603110305857127
53,10,0.9769259254906048
53,11,0.986697385684459
53,12,0.9923687867696395
53,13,0.9956349037069459
53,14,0.9975073064274546
53,15,0.998577908031766
54,1,0.11553534997459096
54,2,0.24223665646734693
54,3,0.37382020000043104
54,4,0.5023209502919103
54,5,0.6197935167587412
54,6,0.7202524978186088
54,7,0.8009098599283108
54,8,0.8621642213147275
54,9,0.9065978251304159
54,10,0.9377031552827353
54,11,0.9589144736756576
54,12,0.9731126612837964
54,13,0.9824958717290241
54,14,0.988643907937815
54,15,0.9926492969531175
55,1,0.09094154357043362
55,2,0.19406335820410756
55,3,0.3060463368110943
55,4,0.4216931664974117
55,5,0.5346117036938682
55,6,0.6384817918248908
55,7,0.7284581922370889
55,8,0.8020847409436047
55,9,0.8593526739710299
55,10,0.9020422847613107
55,11,0.9328091029453308
55,12,0.9544239798395924
55,13,0.969329182991237
55,14,0.9794728693092076
55,15,0.9863132666340082
56,1,0.2761541466695459
56,2,0.5894730693253145
56,3,0.8401574698844712
56,4,0.9605008578385935
56,5,0.9929365246970946
56,6,0.9988668703843422
56,7,0.9998220353032579
56,8,0.9999721460490238
56,9,0.9999956428416915
56,10,0.9999993184733321
56,11,0.9999998934001538
56,12,0.9999999833263993
56,13,0.9999999973920332
56,14,0.9999999995920803
56,15,0.999999999936196
57,1,0.008732512205232237
57,2,0.019176697982654776
57,3,0.03162669676354451
57,4,0.046408853459091993
57,5,0.06387688660581943
57,6,0.08440245427727883
57,7,0.10835966079763587
57,8,0.13610212225569523
57,9,0.16793166497523457
57,10,0.20405876137727472
57,11,0.24455656704215784
57,12,0.28931291004690796
57,13,0.33798747898427606
57,14,0.38998397846253485
57,15,0.4444479395493043
58,1,0.033284870765054986
58,2,0.06841896304848713
58,3,0.10528409919001924
58,4,0.14372163725640383
58,5,0.18353264121767368
58,6,0.2244799019900626
58,7,0.2662919481390567
58,8,0.3086690344318465
58,9,0.3512909216754679
58,10,0.3938260827839957
58,11,0.43594181253356407
58,12,0.47731460672741416
58,13,0.5176401301097469
58,14,0.5566421212233716
58,15,0.5940796839886101
59,1,0.17323606049754484
59,2,0.32796100967860564
59,3,0.46207861245118176
59,4,0.5752231386524794
59,5,0.6684280880483892
59,6,0.7436632239399448
59,7,0.8033756175859241
59,8,0.850120985021508
59,9,0.8863156624015986
59,10,0.9140999684138844
59,11,0.9352854526948124
59,12,0.9513560498650024
59,13,0.9634985933028384
59,14,0.9726456912238736
59,15,0.9795206548166447
60,1,0.055985518775859104
60,2,0.12324110338024022
60,3,0.20177640329869476
60,4,0.29036259168185896
60,5,0.3862510023503507
60,6,0.48522247713597605
60,7,0.5821199114416631
60,8,0.6718140373991488
60,9,0.7502789456662707
60,10,0.8153243231952872
60,11,0.8667011136399464
60,12,0.905651409033598
60,13,0.934221908846695
60,14,0.9546529344237893
60,15,0.9689904862952605
61,1,0.04852404220694495
61,2,0.10650037885826778
61,3,0.1741912799346616
61,4,0.2510491587332925
61,5,0.3354743672656245
61,6,0.42472987539657486
61,7,0.515127740271068
61,8,0.6025294690906935
61,9,0.683060336359671
61,10,0.7538020579665995
61,11,0.8132079495703133
61,12,0.8611173139048016
61,13,0.8984402094545533
61,14,0.9267024104065787
61,15,0.9476295224899833
62,1,0.013976918564000173
62,2,0.03365948673238915
62,3,0.06109318937550008
62,4,0.09877702252573856
62,5,0.1494900668469598
62,6,0.21581769928539374
62,7,0.2992436820859743
62,8,0.398826322762628
62,9,0.5098912169184816
62,10,0.6237447834924175
62,11,0.7294922819847048
62,12,0.8177675109672861
62,13,0.8841237217543088
62,14,0.9296100149571951
62,15,0.9586119737997401
63,1,0.17364482158126104
63,2,0.354038803861631
63,3,0.5250198327289232
63,4,0.671628794100812
63,5,0.7853655875555776
63,6,0.8659857143649466
63,7,0.9191021402305976
63,8,0.9522709786557962
63,9,0.9722474272548298
63,10,0.9840055301000289
63,11,0.9908303696176679
63,12,0.9947591443711679
63,13,0.9970099107423044
63,14,0.998295781483813
63,15,0.9990292344455635
64,1,0.21116177403581485
64,2,0.41241383793813036
64,3,0.5869412303803623
64,4,0.7246385430988922
64,5,0.8243271046323118
64,6,0.8915716482615946
64,7,0.934594140234582
64,8,0.9611318977266029
64,9,0.9771169795448196
64,10,0.9866041151624876
64,11,0.9921844118481835
64,12,0.9954492156945899
64,13,0.9973533070215174
64,14,0.9984617576819675
64,15,0.9991063376416885
65,1,0.2522775747848554
65,2,0.4632658310064709
65,3,0.6281389972097285
65,4,0.7496324159945013
65,5,0.8350366228742807
65,6,0.8929777630885539
65,7,0.9313027358076027
65,8,0.9562154361370355
65,9,0.9722229450853247
65,10,0.982430849136272
65,11,0.9889086623671025
65,12,0.9930065955851881
65,13,0.9955938555179313
65,14,0.9972252911283136
65,15,0.9982532017187934
66,1,0.008685042685597406
66,2,0.020615886576679038
66,3,0.036910679553119746
66,4,0.058988202598785636
66,5,0.08857384164964864
66,6,0.1276313269764941
66,7,0.17815884218865483
66,8,0.2417786576246803
66,9,0.3190817586746291
66,10,0.40880876509240793
66,11,0.5071750014661042
66,12,0.6078749701451267
66,13,0.7032311393436381
66,14,0.7863152685436943
66,15,0.8529876464603141
67,1,0.06151151166777096
67,2,0.1348393942143136
67,3,0.2195816373079878
67,4,0.31389517700145797
67,5,0.414297504342015
67,6,0.5158986471042414
67,7,0.6131666915301655
67,8,0.701059129707318
67,9,0.7760818237192089
67,10,0.8368163477247412
67,11,0.8837557810095035
67,12,0.9186677013223288
67,13,0.9438617572627417
67,14,0.9616337337229244
67,15,0.9739638005085978
68,1,0.09036812775237706
68,2,0.21165418596747532
68,3,0.3622306140777745
68,4,0.5297071693223449
68,5,0.690654156523308
68,6,0.8201934680066614
68,7,0.9065625011431993
68,8,0.9552817471482152
68,9,0.9796341656170108
68,10,0.9909606909703926
68,11,0.9960366125745954
68,12,0.9982717732931413
68,13,0.9992482470687312
68,14,0.9996733476737311
68,15,0.9998581287755753
69,1,0.042542989003686686
69,2,0.09458097336449403
69,3,0.15686712408311212
69,4,0.22944339481555753
69,5,0.3112933162651551
69,6,0.40009386395304636
69,7,0.4922295372490319
69,8,0.5831988793327426
69,9,0.6683937515711569
69,10,0.7440153588162566
69,11,0.8077642672772126
69,12,0.8590386772690598
69,13,0.8986427812368046
69,14,0.9282339003645875
69,15,0.9497753141120938
70,1,0.05856342733906912
70,2,0.11872908560172155
70,3,0.1798888503502162
70,4,0.24138192264933217
70,5,0.3025217539956986
70,6,0.36262607406472047
70,7,0.4210473294914799
70,8,0.47720067798559096
70,9,0.5305869689982969
70,10,0.5808088311497889
70,11,0.6275789338848574
70,12,0.6707204995420961
70,13,0.7101610194700804
70,14,0.7459207356765717
70,15,0.7780977304437517
71,1,0.1070581761657263
71,2,0.23410610810621407
71,3,0.37509094348632266
71,4,0.5191091425708823
71,5,0.6527220081099643
71,6,0.764477088649187
71,7,0.8489285941789101
71,8,0.9072957388113326
71,9,0.9448926380807279
71,10,0.9679234780233394
71,11,0.9815721618097438
71,12,0.9894960263963006
71,13,0.9940400579699803
71,14,0.9966272460374448
71,15,0.9980942164750632
72,1,0.058374155068036206
72,2,0.12858312212305056
72,3,0.21052290184867298
72,4,0.30269639410534344
72,5,0.4019314015223829
72,6,0.5035017222368001
72,7,0.6018064995167762
72,8,0.6915021042139597
72,9,0.768666405101111
72,10,0.8314797030707779
72,11,0.8801728294776703
72,12,0.916414302766599
72,13,0.9425346418359224
72,14,0.9609086691543687
72,15,0.973606944208478
73,1,0.1713900670807316
73,2,0.36248051774330753
